Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Gm16381,3.101435866,1.054183343,2.728956352,0.386295421,0.699277891,0.999842552
Gcnt3,1.803587491,1.054501109,2.722930328,0.387267018,0.69855854,NA
Sytl2,450.1444839,1.054574985,0.9505248,1.109466039,0.267229187,0.999842552
Rock1,1758.641855,1.05568261,1.434336685,0.736007537,0.461726111,0.999842552
Gm7439,3.828791793,1.055740366,1.470072812,0.718155154,0.472661626,0.999842552
Cep295,1090.467185,1.055831911,0.889460315,1.187047802,0.235208766,0.999842552
Zfp600,7.258690539,1.056355851,1.442185305,0.732468877,0.463882432,0.999842552
Zfp993,10.22356655,1.056455021,1.141426514,0.925556755,0.354676376,0.999842552
Nhsl2,259.8821125,1.05668308,0.876389174,1.205723567,0.227924095,0.999842552
Stum,9.244166808,1.056716574,1.459050221,0.724249624,0.468912498,0.999842552
Zfp935,115.7599984,1.056792175,0.667289067,1.583709711,0.113259794,0.999842552
Gm34979,18.8066182,1.057014259,1.260814385,0.838358343,0.401829478,0.999842552
Meox2,3.820838585,1.057151825,2.698507923,0.391754205,0.695239835,0.999842552
Card14,4.035391708,1.057620169,2.721342505,0.388639125,0.69754312,0.999842552
Zfp976,135.0147849,1.057922921,0.685002997,1.544406267,0.122489943,0.999842552
Gm30302,16.67255127,1.058040425,2.248168579,0.47062326,0.637909794,0.999842552
Cyb561d1,473.5526862,1.058127976,1.187176292,0.891298102,0.372769266,0.999842552
Wnt5a,173.7234397,1.05852711,0.737512741,1.4352662,0.151211256,0.999842552
Gm38795,22.55595565,1.058651625,0.922745813,1.147284128,0.251264212,0.999842552
Vars2,827.5525155,1.058673722,1.27317742,0.831520968,0.405679388,0.999842552
Gbgt1,4.044657538,1.058970492,2.712521418,0.390400785,0.696240207,0.999842552
Arhgap29,1664.387365,1.059349051,2.541767096,0.416776601,0.676841819,0.999842552
4932438A13Rik,983.3696158,1.060040183,0.965210419,1.098247762,0.272096315,0.999842552
Fcgr2b,63.9367177,1.060439078,0.859899699,1.233212524,0.217496484,0.999842552
Gria3,50.97011532,1.060561288,0.66786852,1.587979155,0.112291053,0.999842552
Gm29948,14.82654051,1.060611225,1.340077322,0.791455245,0.428678383,0.999842552
Kcnj6,8.862427028,1.060722339,1.542088687,0.687847818,0.49154862,0.999842552
Camta2,48.03378837,1.061207901,2.659831635,0.398975592,0.689911189,0.999842552
Dmgdh,136.8077033,1.061630685,0.627712801,1.691268178,0.090785595,0.999842552
Gm34230,4.686969737,1.061973605,1.339285468,0.792940437,0.427812526,0.999842552
Gm30693,8.528168148,1.061985688,1.313767864,0.808351093,0.418888498,0.999842552
Gm28784,17.71461645,1.062171747,0.79629804,1.33388718,0.182240834,0.999842552
Ugt2b37,5.75295919,1.062176623,2.02013655,0.525794468,0.599031019,0.999842552
Pisd-ps2,63.29918853,1.062249061,1.064448619,0.997933617,0.31831155,0.999842552
Megf9,426.8239102,1.06234384,1.2850078,0.826721706,0.408394816,0.999842552
Mettl2,493.8647552,1.062592874,0.646157654,1.644479281,0.100077241,0.999842552
4930579G18Rik,14.06174741,1.063074303,2.134247287,0.498102684,0.618411669,0.999842552
Zg16,8.089127726,1.063175655,2.253403539,0.471808816,0.637063258,0.999842552
Gp2,14.43431831,1.06338046,0.639139198,1.663769745,0.096158452,0.999842552
Cxcr6,1.923235784,1.06341587,3.830325916,0.277630649,0.781295902,NA
Zscan4c,1.923235784,1.06341587,3.830325916,0.277630649,0.781295902,NA
Mgl2,23.07077129,1.06374814,0.6854087,1.551991008,0.120664375,0.999842552
Gm5157,0.962736912,1.063995406,2.273508466,0.467997116,0.639786652,NA
Nudt12,44.61513163,1.064538564,1.03767835,1.025884913,0.304945835,0.999842552
Gpr171,6.862088464,1.065271906,2.096725603,0.508064529,0.61140809,0.999842552
Parp3,220.6614007,1.065434087,0.716128446,1.487769537,0.136811682,0.999842552
Gm15991,20.56891703,1.065529234,1.651761397,0.645086655,0.518871031,0.999842552
Fam241b,145.2847454,1.06570047,0.533401235,1.997934014,0.045723814,0.999842552
Myo1g,28.44218398,1.065732805,1.426101603,0.747304963,0.454879498,0.999842552
Gm31349,13.99979161,1.065761789,0.909663106,1.171600543,0.24135747,0.999842552
Gm46375,18.51696248,1.065831061,0.812704098,1.311462639,0.189701508,0.999842552
Grid2ip,11.8312354,1.065872867,0.872601126,1.221489219,0.221900845,0.999842552
Gm20162,1.036306066,1.066022265,2.844651444,0.374746181,0.707849243,NA
Gm9968,1.036306066,1.066022265,2.844651444,0.374746181,0.707849243,NA
Prox1,87.91927647,1.066086277,1.107260443,0.962814381,0.335640683,0.999842552
Gm40620,14.63763787,1.066301871,0.798978276,1.334581805,0.182013256,0.999842552
Scn3a,20.97516569,1.066880221,0.921097116,1.158271156,0.246753398,0.999842552
Fat1,2251.361784,1.066881262,0.928963296,1.148464387,0.250776907,0.999842552
Fndc1,19.77702861,1.066995202,1.644004842,0.649021934,0.516324199,0.999842552
Gm13294,19.61937835,1.067617446,1.520770501,0.702024037,0.482664174,0.999842552
Gm32878,6.360683591,1.06771281,1.981942955,0.538720253,0.590079897,0.999842552
Paqr3,430.1033751,1.067717736,1.154932754,0.924484765,0.35523398,0.999842552
4930557K07Rik,15.76383842,1.068073033,1.528751015,0.698657284,0.484766235,0.999842552
Bhlha15,51.68078654,1.068132584,0.959539981,1.113171525,0.265634769,0.999842552
Mir6963,9.7848511,1.068161242,1.353382097,0.789253267,0.429963995,0.999842552
Apbb2,1018.585725,1.068311939,1.173801752,0.910129787,0.362754067,0.999842552
Atf6b,1223.801683,1.068567613,2.010966961,0.531370049,0.595162372,0.999842552
Zfp385c,42.24126298,1.068581072,2.119570612,0.504149787,NA,NA
Rc3h2,1030.279141,1.069177302,1.29609404,0.824922628,0.409415519,0.999842552
Gm39425,16.40422778,1.069252297,1.194466963,0.895171093,0.370695635,0.999842552
Sptbn4,21.41990986,1.069310338,0.887616646,1.204698383,0.22831976,0.999842552
Meis3,294.7946415,1.069696136,0.945933971,1.130835945,0.258124148,0.999842552
A930014E01Rik,5.331859856,1.070043023,2.062259733,0.518869183,0.603851969,0.999842552
Gm34412,6.776470064,1.070078764,2.049554816,0.522103022,0.601598602,0.999842552
Gm40166,8.960322738,1.070547113,1.518322001,0.705085689,0.480756912,0.999842552
Gm38326,3.606777637,1.070559035,3.781398644,0.283111921,0.777091043,0.999842552
Washc4,840.3537208,1.070565471,1.053539014,1.016161203,0.309552628,0.999842552
Stxbp3-ps,86.36545648,1.070704784,1.396519067,0.766695428,0.443262623,0.999842552
4930506C21Rik,18.16623378,1.070714338,1.452207427,0.737301241,0.460939178,0.999842552
Gm6855,7.26096407,1.071349063,1.034944408,1.035175469,0.300586973,0.999842552
Lrrc14b,78.43012976,1.071371401,0.50878513,2.105744326,0.035226567,0.999842552
Gm26876,2.405777423,1.07209407,3.809327201,0.281439218,0.778373541,0.999842552
Klhl38,4.071295668,1.072444105,2.712030417,0.395439556,0.692518521,0.999842552
Cald1,2570.924853,1.072474039,0.75299499,1.424277788,0.154366075,0.999842552
6530403H02Rik,4.573307612,1.07272421,2.259543078,0.474752714,0.63496324,0.999842552
Sp5,25.41303776,1.072813558,0.584249898,1.836223782,0.066324567,0.999842552
Loxl3,604.0937006,1.073324504,3.58015407,0.299798412,0.764330927,0.999842552
Gm42147,29.82307455,1.074225882,0.629544898,1.706353091,0.087942359,0.999842552
Cntn5,14.34889881,1.074269206,0.806469557,1.332064175,0.182839101,0.999842552
Lilr4b,46.91420711,1.075144371,0.793399865,1.355110353,0.175382401,0.999842552
Efhb,34.04239904,1.075699475,0.828441272,1.298461957,0.194128641,0.999842552
Hecw2,322.0964314,1.076211103,0.688360117,1.56344198,0.117948673,0.999842552
1700003G18Rik,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
1700010N08Rik,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
1700049J03Rik,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
1700112J05Rik,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
1700126H18Rik,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
1810013A23Rik,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
2310043O21Rik,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
4930412B13Rik,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
4930445N06Rik,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
4930515L03Rik,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
4930524C18Rik,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
4933415F23Rik,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
4933416I08Rik,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
5730419F03Rik,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
6430411K18Rik,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
A830019P07Rik,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Adam6a,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
AF357426,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
AF357426,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Agbl1,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Aym1,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Bcl2a1c,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Bpifb9b,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Ctrc,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Ear10,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
F630206G17Rik,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm12185,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm12185,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm12185,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm12863,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm13137,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm14170,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm15319,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm16351,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm17801,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm2022,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm2023,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm21312,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm21847,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm26839,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm31560,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm31560,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm31560,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm31560,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm31771,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm32411,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm32420,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm32554,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm33058,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm34526,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm35055,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm35203,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm35596,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm35596,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm36282,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm36456,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm38472,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm38530,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm38555,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm38801,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm39289,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm39293,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm40151,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm40179,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm40457,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm40467,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm40857,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm41043,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm41217,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm41986,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm42074,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm42128,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm42138,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm4307,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm4565,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm45977,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm46364,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm46623,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm46632,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm46895,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm6351,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm7982,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm8672,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm8764,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Gm9249,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
H1f7,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
H2al1b,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
H2al1e,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
H2al1h,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
I920046F24Rik,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
Ighj2,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Ighj3,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Ighv1-45,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Krtap19-2,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Krtap3-3,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Mcpt8,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
Mir105,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Mir105,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Mir1197,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Mir1197,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Mir1298,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Mir1298,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Mir2139,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Mir2139,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Mir3063,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
Mir339,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Mir34c,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Mir374b,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Mir432,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Mir432,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Mir433,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Mir466f-4,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
Mir5112,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
Mir540,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Mir673,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Mir6949,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
Mir6957,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Mir6957,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Mir6969,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
Mir6969,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
Mir6969,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
Mir6969,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
Mir7032,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Mir763,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Mir8113,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Mir875,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Mog,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
Mog,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
Mog,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
Mog,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
n-R5s111,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
n-R5s122,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
n-R5s136,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
n-R5s144,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
n-TAcgc4,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
n-TAtgc7,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
n-TCgca35,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
n-TEctc4,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
n-TEctc7,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
n-TGgcc13,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
n-TGgcc14,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
n-TGtcc1,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
n-TGtcc4,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
n-TGtcc6,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
n-THgtg4,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
n-TIaat2,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
n-TKctt24,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
n-TLcaa3,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
n-TPagg2,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
n-TPagg6,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
n-TPcgg3,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
n-TPtgg4,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
n-TQttg2,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
n-TQttg5,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
n-TRacg4,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
n-TRccg3,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
n-TRtcg2,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
n-TVaac2,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
n-TVcac6,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Olfr1225,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Olfr1258,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Olfr127,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
Olfr150,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Olfr248,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Olfr26,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Olfr299,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Olfr370,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
Olfr476,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
Olfr520,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Olfr531,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
Olfr538,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
Olfr551,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Olfr632,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
Olfr691,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Olfr792,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
Olfr847,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Olfr91,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Olfr91,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Olfr91,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Olfr91,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Olfr970,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Olfr972,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Otud6a,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Rnu1b1,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Rsf1os1,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
Slc7a15,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Snora19,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Traj25,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
Traj57,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Trav13d-3,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Trbj1-3,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Trbj1-4,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
Vmn1r100,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Vmn1r180,0.162998431,1.076512982,4.080472857,0.263820645,0.791918125,NA
Vmn1r206,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Vmn1r37,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Vmn1r80,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Vmn2r15,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Vmn2r47,0.1860859,1.076512982,4.080472857,0.263820645,0.791918125,NA
Zfhx2os,0.15944777,1.076512982,4.080472857,0.263820645,0.791918125,NA
Tcf19,224.0881168,1.076668568,1.073443516,1.003004398,0.315858739,0.999842552
Ermp1,1456.056101,1.076692919,1.324114026,0.813142145,0.416136566,0.999842552
Plekha4,126.2998257,1.077259278,0.452310686,2.381679921,0.01723387,0.986613693
Gm5535,1.366104935,1.077262866,3.872774562,0.278163071,0.780887181,NA
Gm7030,1.366104935,1.077262866,3.872774562,0.278163071,0.780887181,NA
Mir6994,1.366104935,1.077262866,3.872774562,0.278163071,0.780887181,NA
Gja1,43251.53742,1.077837011,1.046113746,1.030324871,0.302857528,0.999842552
H2-Q8,11.30102932,1.078240077,0.759674757,1.419344353,0.155798647,0.999842552
Snhg7,144.9703858,1.078370225,0.661400988,1.630433345,0.103009942,0.999842552
Sptbn1,9259.369183,1.078415947,1.0698409,1.008015255,0.313447139,0.999842552
Malat1,36030.42004,1.078535691,0.95425924,1.130233427,0.258377878,0.999842552
Ly6c1,160.3284255,1.078758108,0.54705626,1.971932663,0.048617294,0.999842552
Bcl2l15,12.98228117,1.078828519,1.447962718,0.745066503,0.456231518,0.999842552
Gm42139,37.65032494,1.078948868,1.286540469,0.838643552,0.401669364,0.999842552
Nlrc4,23.00302712,1.079062806,0.971839829,1.110329886,0.266856899,0.999842552
C5ar1,81.27148464,1.079186215,0.935656306,1.153400247,0.24874614,0.999842552
Plekhg1,320.0634104,1.079260035,1.014336085,1.064006349,0.287325823,0.999842552
Ifih1,193.3193888,1.079876477,0.564429618,1.913217242,0.055720247,0.999842552
Tmem255a,274.5806735,1.080032351,1.419605102,0.760797738,0.446777885,0.999842552
Mir29c,7.226249497,1.080089872,0.976028823,1.106616778,0.26845965,0.999842552
Sema5a,8331.952846,1.08046537,1.324107524,0.81599519,0.414502887,0.999842552
2400006E01Rik,7.101419574,1.080559212,2.013651032,0.536616919,0.591532255,0.999842552
Braf,1560.290381,1.08059163,1.040128812,1.038901737,0.298850439,0.999842552
Steap4,67.43553122,1.080791716,0.872790118,1.238318003,0.215598171,0.999842552
Zfp970,138.5945697,1.08104209,0.565374117,1.912082739,0.055865582,0.999842552
Gm30351,14.71143341,1.081086078,0.732109514,1.476672625,0.139763414,0.999842552
Cped1,1082.588726,1.081094185,1.09910761,0.983610863,0.325306882,0.999842552
Unc5b,666.4419791,1.081162073,1.016771917,1.063328024,0.287633221,0.999842552
Fam186b,68.6502495,1.081445685,1.264026923,0.855555895,0.392243475,0.999842552
Grin1os,4.077999646,1.081507316,3.775056402,0.286487724,0.774504595,0.999842552
Nectin4,15.06822773,1.081556372,2.103569897,0.514152809,0.607145158,0.999842552
Mir23a,3.757349567,1.082125339,1.276376858,0.847810216,0.396543673,0.999842552
Fam135b,9.409799926,1.0824913,1.370592617,0.789797994,0.429645751,0.999842552
Pim2,283.8307966,1.082522315,2.211902325,0.489407829,0.624552995,0.999842552
Hmmr,676.0412947,1.082751001,0.851028172,1.272285732,0.203271616,0.999842552
Gm5640,8.439624888,1.082832775,1.415035013,0.765233909,0.444132271,0.999842552
A230107N01Rik,12.84187641,1.082987861,1.338727168,0.808968314,0.418533372,0.999842552
E130310I04Rik,3.155093133,1.083510541,2.751314779,0.393815549,0.693717224,0.999842552
B130016D09Rik,76.9017986,1.083556554,1.647527699,0.657686396,0.510739666,0.999842552
Zfp808,130.1468647,1.083556703,0.520079181,2.083445642,0.037210622,0.999842552
Gm46186,1.830225621,1.083897737,2.766670036,0.391769789,0.695228319,NA
Znf41-ps,198.8786778,1.083956559,0.543251212,1.99531365,0.046008682,0.999842552
Zfp871,2521.379005,1.083983999,0.971929258,1.115291047,0.264725721,0.999842552
1110002J07Rik,11.1395929,1.08433717,2.05962269,0.526473696,0.598559123,0.999842552
Misp,7.244692714,1.084789199,0.906048746,1.197274654,0.23119952,0.999842552
A830049F12Rik,26.20034015,1.084918728,0.798075047,1.359419434,0.174013716,0.999842552
Gucy2d,1.876349694,1.085023144,2.829856796,0.383419806,0.70140852,NA
Gm14124,22.34436719,1.085282301,0.561903824,1.931437827,0.053428931,0.999842552
Samd7,52.8442946,1.085386564,1.316785683,0.824269718,0.409786321,0.999842552
Gm46889,24.11207891,1.085743728,0.688359182,1.577292432,0.114728253,0.999842552
2700070H01Rik,5.969814443,1.085823073,1.302715255,0.833507605,0.40455851,0.999842552
